user_id;app_name;age;gender;country;urban_rural;income_level;employment_status;education_level;relationship_status;has_children;exercise_hours_per_week;sleep_hours_per_night;diet_quality;smoking;alcohol_frequency;perceived_stress_score;self_reported_happiness;body_mass_index;blood_pressure_systolic;blood_pressure_diastolic;daily_steps_count;weekly_work_hours;hobbies_count;social_events_per_month;books_read_per_year;volunteer_hours_per_month;travel_frequency_per_year;daily_active_minutes_instagram;sessions_per_day;posts_created_per_week;reels_watched_per_day;stories_viewed_per_day;likes_given_per_day;comments_written_per_day;dms_sent_per_week;dms_received_per_week;ads_viewed_per_day;ads_clicked_per_day;time_on_feed_per_day;time_on_explore_per_day;time_on_messages_per_day;time_on_reels_per_day;followers_count;following_count;uses_premium_features;notification_response_rate;account_creation_year;last_login_date;average_session_length_minutes;content_type_preference;preferred_content_theme;privacy_setting_level;two_factor_auth_enabled;biometric_login_used;linked_accounts_count;subscription_status;user_engagement_score
384026;Instagram;30;Female;Germany;Suburban;Upper-middle;Full-time employed;Bachelors;Single;No;18;77;Excellent;Yes;Never;40;7;247;157;69;7981;236;5;3;12;71;3;3830;12;7;259;150;212;69;41;42;38;9;203;47;55;149;1485;3357;No;25;2014;08/02/2025;319;Mixed;Travel;Public;No;No;1;Free;97
225600;Instagram;50;Female;South Korea;Urban;Upper-middle;Full-time employed;Bachelors;In a relationship;No;64;73;Good;Former;Never;31;9;308;151;63;7986;437;1;5;8;12;2;1460;8;4;116;88;92;22;22;26;11;2;68;42;31;30;2954;1997;No;67;2013;17/03/2025;182;Photos;Fashion;Public;No;No;2;Premium;101
493476;Instagram;20;Male;Australia;Urban;Middle;Unemployed;High school;Single;No;22;70;Excellent;Yes;Never;26;10;210;96;96;8139;533;3;4;10;92;4;2240;13;10;242;115;121;41;28;36;23;6;97;32;43;48;1071;2355;No;32;2022;09/06/2025;172;Live;Travel;Private;Yes;Yes;0;Business;104
954909;Instagram;59;Male;Australia;Urban;Upper-middle;Student;High school;Married;No;84;67;Average;No;Rarely;15;8;240;131;87;8031;386;2;3;13;80;3;540;2;3;81;50;55;14;16;12;11;2;29;10;10;11;941;2194;Yes;5;2023;26/02/2025;270;Photos;Art;Private;Yes;Yes;4;Free;167
680200;Instagram;39;Male;India;Suburban;Lower-middle;Student;Bachelors;In a relationship;Yes;47;79;Average;No;Rarely;38;3;319;151;66;8027;601;1;4;5;51;4;4510;23;1;300;150;253;64;54;59;48;7;261;72;81;167;644;1070;No;8;2019;01/02/2025;196;Photos;Fitness;Friends only;Yes;Yes;2;Free;85
792991;Instagram;29;Female;United States;Suburban;Middle;Student;Bachelors;Single;No;31;72;Good;No;Rarely;23;5;237;113;84;7950;629;3;7;5;19;2;1310;4;3;185;87;94;29;31;28;16;6;74;16;32;49;9634;10000;No;99;2010;31/03/2025;328;Live;Music;Friends only;Yes;Yes;4;Free;122
506445;Instagram;43;Female;United Kingdom;Suburban;Low;Full-time employed;Other;Single;No;137;73;Average;No;Several times a week;38;8;247;133;93;8059;403;6;4;9;77;1;3500;14;12;220;146;174;52;45;51;31;8;152;94;73;137;12570;7614;Yes;93;2024;19/08/2025;250;Live;Food;Friends only;Yes;No;3;Premium;89
576788;Instagram;27;Male;Other;Urban;Middle;Student;Some college;Married;No;86;49;Average;No;Rarely;22;1;265;101;91;8144;401;2;1;14;22;3;3660;17;6;300;150;205;66;34;51;36;7;160;64;74;108;7552;5392;No;2;2021;08/07/2025;215;Videos;Fashion;Private;No;Yes;3;Free;97
471149;Instagram;32;Female;Australia;Urban;Middle;Full-time employed;Bachelors;In a relationship;No;170;67;Average;No;Rarely;17;9;271;132;90;7919;413;7;4;10;14;4;890;5;2;91;62;72;22;17;15;10;3;41;14;12;28;565;630;No;6;2023;27/10/2025;178;Mixed;Music;Public;No;Yes;2;Premium;136
616555;Instagram;41;Female;India;Urban;Upper-middle;Student;High school;Married;No;36;82;Average;No;Rarely;12;8;278;91;85;8061;380;2;3;12;61;1;50;1;4;28;33;26;9;7;14;5;0;3;1;1;1;231;199;No;38;2012;25/01/2025;50;Videos;Art;Public;Yes;No;3;Business;933
50395;Instagram;44;Non-binary;United States;Urban;Middle;Student;High school;Single;No;138;49;Average;Yes;Daily;32;9;237;143;94;8056;332;5;3;7;34;2;2180;11;12;156;130;122;48;29;36;19;3;119;44;47;71;485;1017;No;3;2017;08/11/2025;198;Live;Art;Public;Yes;No;0;Free;116
522306;Instagram;34;Male;India;Urban;Upper-middle;Full-time employed;Bachelors;Married;Yes;125;69;Poor;No;Rarely;39;7;235;109;92;8130;301;4;9;9;80;4;3330;23;5;229;150;179;52;37;45;34;9;174;54;47;127;1257;939;No;34;2015;17/07/2025;145;Stories;Art;Friends only;No;Yes;5;Free;89
318716;Instagram;17;Male;Brazil;Suburban;Lower-middle;Student;Bachelors;In a relationship;Yes;50;84;Average;No;Weekly;2;1;264;126;61;7923;347;4;2;8;54;8;530;2;5;150;53;49;12;10;10;9;3;22;7;11;14;603;639;Yes;56;2016;17/10/2025;265;Videos;Tech;Private;Yes;No;1;Free;163
956845;Instagram;40;Non-binary;India;Urban;Lower-middle;Full-time employed;High school;In a relationship;Yes;15;66;Good;No;Never;39;6;227;104;87;7950;294;3;4;15;33;2;3460;18;9;238;150;207;59;39;53;20;3;194;45;59;80;523;646;No;81;2021;28/01/2025;192;Videos;Music;Private;Yes;No;3;Free;101
250310;Instagram;64;Male;Brazil;Rural;Upper-middle;Full-time employed;High school;Single;No;52;76;Very poor;Yes;Never;14;9;208;97;92;7990;448;2;2;11;37;2;580;2;1;68;57;64;7;12;14;8;2;29;16;13;20;394;592;Yes;9;2019;19/04/2025;290;Videos;Other;Private;Yes;Yes;2;Business;137
149248;Instagram;54;Prefer not to say;Brazil;Urban;Middle;Full-time employed;High school;Widowed;No;92;76;Average;No;Weekly;27;4;177;104;83;7812;208;2;7;11;17;4;1890;12;3;145;121;131;34;32;26;19;3;99;39;24;74;4964;6110;No;75;2025;08/06/2025;158;Mixed;Other;Private;Yes;No;1;Business;109
190342;Instagram;47;Male;South Korea;Urban;Middle;Full-time employed;Bachelors;Single;No;75;79;Excellent;Yes;Several times a week;13;1;207;128;95;7831;387;5;1;7;68;3;1880;6;2;137;134;140;36;22;34;14;6;88;56;37;44;483;993;No;45;2016;24/12/2025;313;Live;Fitness;Public;No;No;2;Business;115
991857;Instagram;46;Female;United States;Suburban;Low;Student;Bachelors;In a relationship;No;116;81;Average;No;Never;25;6;282;123;92;7979;606;5;2;8;12;0;1720;7;1;135;110;125;26;26;32;17;6;75;46;17;38;297;297;Yes;39;2019;10/06/2025;246;Stories;Tech;Friends only;Yes;Yes;4;Free;104
1048001;Instagram;58;Female;Other;Urban;Lower-middle;Student;Some college;Married;No;74;79;Good;Former;Never;25;9;264;126;86;8005;488;2;5;10;39;6;1520;12;7;125;90;86;24;26;32;17;4;76;29;31;32;26462;10000;No;22;2015;19/12/2025;127;Reels;Food;Public;No;No;3;Free;101
651867;Instagram;30;Male;South Korea;Rural;Lower-middle;Part-time;Bachelors;Married;Yes;80;60;Good;No;Rarely;7;9;261;128;79;7911;416;3;2;12;56;3;710;3;3;89;54;69;18;17;11;11;3;41;20;16;17;1504;2045;No;75;2021;13/01/2025;237;Reels;Fitness;Friends only;Yes;Yes;2;Free;158
214455;Instagram;39;Male;Australia;Suburban;High;Unemployed;High school;Single;No;66;76;Average;Yes;Weekly;1;4;245;102;97;8027;500;3;2;10;30;3;200;1;0;56;37;36;13;10;10;10;1;9;3;3;7;322;665;No;7;2016;05/10/2025;200;Videos;Tech;Public;Yes;No;3;Free;295
586500;Instagram;50;Female;United States;Rural;Low;Full-time employed;Masters;Divorced;Yes;55;77;Average;No;Weekly;30;3;172;123;61;8069;488;3;5;11;10;3;2520;17;8;181;142;117;37;32;51;25;7;106;62;32;54;2738;6734;No;41;2020;09/01/2025;148;Mixed;Art;Friends only;Yes;Yes;3;Premium;85
275257;Instagram;38;Male;United Kingdom;Suburban;Lower-middle;Part-time;Bachelors;In a relationship;No;90;70;Poor;Yes;Weekly;9;3;203;156;99;7973;315;4;2;11;22;3;1680;6;4;129;93;85;36;22;29;16;6;94;21;21;51;575;345;No;25;2014;24/12/2025;280;Stories;Other;Public;Yes;No;0;Premium;10
24468;Instagram;30;Female;Germany;Suburban;Lower-middle;Student;Some college;Single;No;104;81;Good;No;Rarely;33;10;269;98;91;8080;542;2;2;12;47;2;2180;18;5;160;127;125;43;27;40;24;4;106;28;48;83;1705;3556;No;6;2020;01/06/2025;121;Reels;Food;Friends only;No;No;1;Free;103
339213;Instagram;38;Female;Brazil;Suburban;Upper-middle;Full-time employed;Some college;Married;Yes;43;54;Average;No;Never;28;3;246;157;91;8175;462;6;5;9;42;4;2680;9;3;200;124;146;44;40;47;29;7;137;57;35;85;3207;3171;No;24;2012;16/07/2025;298;Stories;Tech;Private;No;Yes;1;Free;9
744793;Instagram;41;Female;Germany;Urban;Lower-middle;Freelancer;Some college;In a relationship;Yes;56;63;Poor;Yes;Weekly;18;9;216;145;78;7993;391;4;2;10;22;5;2090;10;8;149;138;118;37;36;35;16;7;114;32;22;69;11506;6200;No;82;2017;04/02/2025;209;Mixed;Tech;Public;No;Yes;0;Free;103
258506;Instagram;32;Female;Other;Rural;Low;Retired;Masters;In a relationship;No;83;76;Good;No;Never;12;5;203;130;93;7817;526;2;7;10;34;3;1450;13;3;137;82;89;37;28;26;13;4;74;19;19;51;1627;1930;Yes;41;2012;21/03/2025;112;Mixed;Music;Friends only;No;No;0;Free;118
34525;Instagram;52;Female;United States;Suburban;Middle;Student;Some college;Married;No;116;64;Average;No;Never;31;4;220;159;71;7910;382;4;10;10;91;2;2950;16;8;244;137;157;48;53;40;29;4;134;60;48;105;1204;878;No;21;2016;21/09/2025;184;Reels;Travel;Private;Yes;Yes;0;Free;94
403481;Instagram;33;Male;India;Urban;Lower-middle;Student;PhD;Married;No;67;73;Average;No;Never;37;5;319;105;96;8090;455;7;6;10;3;6;3540;23;6;266;148;195;48;44;41;32;8;192;41;81;118;1763;3223;No;34;2015;23/04/2025;154;Videos;Food;Private;No;No;3;Free;87
66845;Instagram;34;Male;India;Suburban;Middle;Student;Bachelors;Married;No;68;49;Average;No;Several times a week;28;10;302;159;71;7976;411;1;5;7;42;5;2050;6;7;161;111;126;51;23;29;22;5;86;57;30;55;352;547;Yes;64;2016;13/11/2025;342;Stories;Other;Private;Yes;Yes;5;Free;121
887728;Instagram;38;Male;Japan;Urban;Lower-middle;Freelancer;Bachelors;Single;No;53;65;Excellent;No;Rarely;22;3;299;140;61;7881;330;7;8;12;23;4;2870;28;8;226;136;173;54;42;55;28;7;122;58;46;91;410;915;No;45;2022;03/10/2025;102;Reels;Fitness;Friends only;Yes;No;0;Business;106
433878;Instagram;24;Female;India;Urban;Middle;Unemployed;Some college;Single;No;65;71;Good;Former;Weekly;33;3;229;146;68;7988;378;3;3;3;43;4;4000;13;4;300;150;226;77;48;69;43;3;221;100;69;109;1405;2023;No;41;2019;08/12/2025;308;Photos;Tech;Private;No;No;0;Free;98
81231;Instagram;21;Female;Germany;Urban;Lower-middle;Student;Bachelors;Single;Yes;72;64;Good;No;Never;16;10;215;122;75;7873;416;5;3;11;18;2;1230;4;7;182;83;86;25;18;27;20;0;69;18;16;43;350;747;No;29;2010;02/09/2025;308;Reels;Fashion;Private;No;No;3;Free;127
568880;Instagram;35;Female;Canada;Rural;Low;Student;Some college;Single;No;41;65;Average;No;Never;31;7;180;134;71;7849;307;0;6;11;51;4;1840;7;4;144;95;107;33;29;26;22;8;78;41;35;59;2422;2206;Yes;4;2019;29/07/2025;263;Photos;Travel;Friends only;No;No;1;Free;10
183546;Instagram;29;Male;Brazil;Urban;Middle;Part-time;Bachelors;Married;No;30;84;Average;No;Never;22;7;262;141;93;8007;284;3;5;22;44;3;1680;6;4;212;87;112;38;24;27;12;5;98;18;28;39;872;471;No;9;2011;10/12/2025;280;Photos;Travel;Private;Yes;Yes;1;Free;118
420596;Instagram;23;Male;Germany;Urban;Middle;Full-time employed;High school;In a relationship;No;70;67;Average;No;Never;17;9;280;97;88;7900;227;5;2;15;39;6;1120;6;10;196;80;89;21;26;25;16;6;63;21;23;38;640;514;No;38;2010;23/11/2025;187;Stories;Fitness;Private;Yes;No;4;Free;142
582573;Instagram;17;Male;Brazil;Urban;Low;Part-time;Bachelors;In a relationship;No;133;84;Good;No;Daily;21;2;261;94;84;8126;307;3;5;5;39;4;3330;11;22;300;150;187;45;37;48;37;10;172;52;53;110;831;542;No;57;2025;29/06/2025;303;Photos;Tech;Friends only;Yes;Yes;1;Free;103
293118;Instagram;21;Male;United States;Urban;High;Student;Some college;Divorced;No;35;74;Average;No;Daily;10;1;299;103;95;8068;475;1;4;11;27;2;2550;9;12;283;110;153;47;32;46;17;3;153;33;30;74;1747;2799;No;81;2013;02/01/2026;283;Reels;Fitness;Private;Yes;Yes;0;Free;111
558740;Instagram;51;Male;South Korea;Suburban;Lower-middle;Full-time employed;Bachelors;In a relationship;Yes;8;81;Poor;No;Several times a week;2;7;293;131;62;7957;407;3;6;15;50;3;390;1;3;56;43;44;15;15;17;9;0;22;11;5;13;2439;1984;No;71;2019;20/08/2025;390;Videos;Tech;Private;No;No;1;Business;208
807188;Instagram;20;Male;Brazil;Rural;Lower-middle;Unemployed;Bachelors;In a relationship;Yes;94;70;Good;No;Never;9;4;272;113;76;8012;268;4;4;2;42;3;1750;11;10;246;115;114;26;29;22;17;3;98;47;34;65;632;1562;No;8;2011;29/09/2025;159;Live;Other;Public;Yes;Yes;5;Free;111
130337;Instagram;42;Female;United Kingdom;Suburban;Low;Student;Bachelors;Married;No;69;59;Poor;No;Never;11;10;259;115;78;7962;411;5;4;7;32;6;540;2;2;80;59;48;16;16;8;10;4;23;8;8;18;1050;2215;No;15;2016;12/12/2025;270;Photos;Tech;Public;No;No;2;Premium;156
719435;Instagram;37;Male;South Korea;Urban;Middle;Full-time employed;Other;In a relationship;No;22;65;Poor;No;Several times a week;32;7;281;97;64;8133;322;0;3;6;29;3;2540;16;3;190;125;136;38;27;37;26;4;136;32;59;98;965;1755;No;76;2021;01/11/2025;159;Videos;Music;Public;Yes;Yes;5;Premium;87
564770;Instagram;22;Female;United States;Urban;High;Full-time employed;Bachelors;Single;No;26;67;Poor;Yes;Weekly;37;5;260;155;94;8030;417;0;2;11;29;2;3850;19;9;300;150;208;63;48;52;28;11;216;63;80;120;3572;1961;No;39;2023;27/06/2025;203;Photos;Art;Public;No;No;1;Premium;94
796498;Instagram;38;Female;United States;Urban;Lower-middle;Full-time employed;Bachelors;Married;No;23;53;Poor;No;Several times a week;20;3;214;151;95;8046;355;3;4;10;47;1;2500;27;7;180;146;137;46;23;37;27;3;134;54;42;84;3304;4722;No;1;2014;03/05/2025;93;Videos;Fitness;Friends only;No;Yes;0;Free;10
836661;Instagram;28;Male;India;Urban;Low;Full-time employed;High school;In a relationship;No;25;60;Average;Yes;Daily;12;7;276;124;91;7911;463;2;9;4;32;0;1650;6;2;210;122;108;30;31;38;20;2;91;49;18;54;325;808;No;46;2011;08/03/2025;275;Photos;Fashion;Private;Yes;Yes;1;Free;105
651039;Instagram;57;Female;India;Urban;Upper-middle;Full-time employed;Bachelors;Divorced;No;114;71;Very poor;No;Weekly;29;9;265;147;94;7982;362;5;5;5;67;0;1970;7;1;170;89;118;41;26;28;20;6;94;43;25;53;544;234;No;3;2012;21/02/2025;281;Videos;Tech;Public;No;No;4;Business;103
586412;Instagram;63;Female;Australia;Urban;Lower-middle;Full-time employed;Bachelors;Single;No;35;75;Average;Yes;Never;0;1;290;109;78;8204;327;7;6;13;73;4;620;5;2;86;61;52;11;24;13;16;0;33;7;10;16;1268;1742;Yes;8;2020;29/05/2025;124;Videos;Fashion;Friends only;No;No;5;Free;127
962347;Instagram;51;Female;India;Suburban;Low;Full-time employed;High school;Married;No;158;55;Average;Yes;Weekly;21;6;232;149;85;8148;423;2;12;13;10;5;1630;12;5;176;94;99;28;28;28;14;6;71;21;23;52;413;570;No;82;2017;16/05/2025;136;Reels;Fitness;Friends only;No;Yes;1;Free;104
54647;Instagram;35;Male;United Kingdom;Urban;Lower-middle;Student;Some college;Single;Yes;54;72;Average;Former;Several times a week;21;5;219;141;95;8064;531;3;4;16;10;4;1910;6;4;131;109;156;34;35;26;23;8;97;55;23;57;407;612;No;33;2017;04/06/2025;318;Live;Art;Private;Yes;No;4;Premium;123
728490;Instagram;37;Female;Brazil;Urban;Upper-middle;Full-time employed;High school;Married;No;83;89;Average;Yes;Rarely;25;8;225;143;87;8074;426;3;2;12;39;3;1570;6;2;137;87;97;24;22;24;10;2;88;24;17;62;1415;2500;No;12;2018;27/11/2025;262;Mixed;Fashion;Friends only;Yes;No;3;Business;96
394730;Instagram;13;Female;Other;Suburban;Middle;Unemployed;Bachelors;Married;No;21;82;Poor;No;Rarely;7;1;234;136;89;7940;464;0;6;5;40;4;2320;10;14;235;128;150;28;32;42;25;9;100;46;41;50;4024;5267;Yes;2;2012;22/12/2025;232;Stories;Tech;Private;Yes;No;1;Free;106
523053;Instagram;47;Male;United States;Urban;Middle;Retired;Masters;Single;No;90;84;Good;No;Rarely;1;8;248;114;79;8115;399;1;7;13;7;4;50;1;1;49;22;24;6;14;4;5;0;3;1;1;2;141;307;No;0;2013;02/05/2025;50;Stories;Food;Friends only;Yes;No;1;Free;65
186485;Instagram;29;Female;India;Suburban;Upper-middle;Full-time employed;Bachelors;In a relationship;No;77;81;Average;No;Rarely;13;2;245;92;90;7990;432;5;7;15;16;4;2020;9;7;260;100;108;40;40;35;23;6;119;54;39;70;620;652;No;25;2025;19/02/2025;224;Stories;Food;Private;Yes;No;4;Free;103
273773;Instagram;21;Female;South Korea;Rural;Middle;Full-time employed;Bachelors;In a relationship;No;18;60;Excellent;Former;Several times a week;5;10;262;115;91;7990;387;9;1;12;39;3;50;1;13;125;32;25;6;9;4;5;2;3;1;1;2;472;973;Yes;91;2016;06/02/2025;50;Stories;Art;Private;Yes;No;0;Free;1267
855044;Instagram;46;Male;Brazil;Urban;Upper-middle;Retired;High school;Divorced;Yes;46;62;Very poor;No;Several times a week;30;8;223;134;65;8024;269;4;4;10;92;4;2060;6;10;158;112;144;33;38;30;18;8;102;46;21;52;439;298;Yes;34;2017;18/02/2025;343;Mixed;Music;Private;Yes;Yes;0;Free;116
519675;Instagram;49;Female;United States;Urban;Low;Freelancer;Some college;In a relationship;Yes;37;71;Poor;No;Never;34;6;257;99;64;8028;357;5;2;5;40;3;3270;39;8;247;150;205;48;55;55;40;8;170;77;44;124;2882;6657;No;94;2014;08/06/2025;84;Photos;Fitness;Private;Yes;Yes;0;Free;99
1029354;Instagram;46;Male;Canada;Urban;Upper-middle;Unemployed;Masters;In a relationship;Yes;48;81;Poor;No;Rarely;20;8;163;133;67;8086;350;3;4;12;12;2;690;3;1;70;56;64;22;18;13;12;3;35;17;8;21;1075;939;No;37;2014;14/03/2025;230;Stories;Fashion;Friends only;No;No;0;Free;159
432963;Instagram;19;Female;United States;Urban;Upper-middle;Full-time employed;Bachelors;In a relationship;No;23;69;Poor;No;Weekly;35;10;242;156;98;7977;407;4;2;9;17;2;2880;14;14;289;136;181;44;48;51;25;7;145;32;43;99;3241;1962;No;44;2016;21/05/2025;206;Stories;Art;Friends only;Yes;No;4;Free;108
812606;Instagram;40;Male;Japan;Suburban;Upper-middle;Full-time employed;Other;Single;No;68;80;Good;No;Weekly;3;6;237;156;71;8025;230;0;4;15;13;4;50;1;1;45;31;27;6;10;8;3;0;3;1;1;2;1332;3056;No;5;2015;12/10/2025;50;Mixed;Fashion;Public;Yes;Yes;2;Business;70
789332;Instagram;21;Male;United States;Rural;Middle;Part-time;Other;Single;Yes;129;73;Average;No;Never;3;4;284;98;94;8096;538;3;3;12;40;2;1090;7;13;195;73;83;24;27;23;13;3;58;18;26;22;3062;3090;No;8;2012;23/12/2025;156;Stories;Travel;Private;Yes;No;0;Free;155
960342;Instagram;58;Male;United Kingdom;Urban;Lower-middle;Full-time employed;High school;Single;No;80;78;Average;No;Rarely;28;2;246;121;84;7857;392;3;6;14;55;2;3340;21;5;258;150;198;59;48;51;49;6;156;62;45;111;483;270;No;86;2012;29/07/2025;159;Videos;Music;Private;Yes;No;0;Free;99
979910;Instagram;34;Male;Brazil;Urban;High;Student;Bachelors;Married;No;18;64;Good;Former;Never;4;4;242;105;65;8038;507;3;2;10;24;2;390;3;1;68;51;46;10;6;3;12;3;17;7;9;14;1555;1278;No;98;2012;04/12/2025;130;Videos;Food;Public;Yes;No;0;Premium;172
58442;Instagram;39;Male;Australia;Suburban;Middle;Part-time;Bachelors;Married;Yes;46;56;Excellent;No;Rarely;1;4;276;146;70;8016;450;2;5;12;32;3;50;1;1;40;40;25;5;9;13;2;0;3;1;1;1;286;525;No;98;2021;29/04/2025;50;Videos;Fitness;Public;Yes;Yes;1;Free;633
951319;Instagram;65;Male;United Kingdom;Suburban;Low;Full-time employed;High school;In a relationship;Yes;28;55;Very poor;No;Never;26;3;196;139;71;8062;519;4;3;12;28;1;1370;6;4;105;63;92;28;19;19;12;2;76;17;31;49;232;313;Yes;88;2021;22/09/2025;228;Videos;Fitness;Private;Yes;Yes;1;Free;116
506027;Instagram;53;Male;United Kingdom;Rural;Low;Full-time employed;Bachelors;Married;No;99;65;Excellent;No;Never;12;5;171;103;77;7943;465;1;3;8;48;1;1610;8;6;132;101;120;31;38;29;19;5;79;23;23;63;1155;2785;No;74;2023;26/10/2025;201;Reels;Art;Private;Yes;No;0;Free;123
929198;Instagram;44;Female;India;Urban;Middle;Full-time employed;Other;Married;No;43;72;Average;No;Rarely;15;8;293;150;88;8043;363;2;1;18;41;2;1260;4;5;126;74;103;18;28;32;22;1;71;16;26;47;4443;6059;No;26;2011;04/02/2025;315;Mixed;Food;Friends only;Yes;Yes;1;Free;121
989963;Instagram;65;Female;United States;Urban;Middle;Student;Bachelors;Single;No;49;60;Very poor;Yes;Rarely;14;7;236;122;62;8040;644;6;0;11;57;2;410;1;5;65;47;41;12;16;14;5;2;24;10;5;15;5355;2711;No;38;2022;17/01/2025;410;Photos;Other;Friends only;Yes;No;2;Free;19
564831;Instagram;46;Male;India;Urban;Lower-middle;Full-time employed;High school;Single;No;8;56;Poor;Yes;Daily;10;8;204;141;94;7947;358;4;6;7;14;4;330;3;3;63;54;37;10;12;14;12;1;17;8;7;11;3041;5658;No;69;2013;02/03/2025;110;Mixed;Fashion;Friends only;Yes;No;2;Free;194
1239;Instagram;16;Female;United Kingdom;Urban;High;Full-time employed;Bachelors;Single;No;64;87;Poor;No;Never;4;6;277;154;95;7947;482;3;4;10;72;6;1090;5;13;192;87;71;20;18;14;11;5;44;26;26;25;1457;2474;No;76;2023;27/06/2025;218;Reels;Fashion;Private;No;No;2;Free;136
170963;Instagram;15;Female;India;Urban;Upper-middle;Full-time employed;Bachelors;In a relationship;Yes;57;75;Average;Former;Weekly;8;4;253;103;61;7887;331;2;4;6;11;4;1160;4;12;180;73;88;30;27;18;13;5;65;25;21;35;971;2261;No;22;2024;03/09/2025;290;Mixed;Music;Friends only;No;Yes;2;Free;157
676298;Instagram;13;Female;Japan;Rural;Low;Full-time employed;Bachelors;Single;No;14;72;Very poor;Yes;Rarely;17;8;163;154;92;8077;496;4;7;18;97;2;2140;8;16;221;114;133;43;35;41;24;6;128;23;46;58;8821;10000;No;54;2019;28/05/2025;268;Mixed;Other;Friends only;Yes;No;1;Free;124
299918;Instagram;44;Male;India;Suburban;Middle;Full-time employed;Bachelors;Widowed;No;31;92;Average;No;Never;27;1;199;96;84;7957;312;2;4;9;27;5;2190;22;6;184;110;130;44;34;28;22;3;100;27;39;48;1736;1444;No;84;2016;30/08/2025;100;Videos;Other;Friends only;No;No;1;Free;107
17426;Instagram;38;Male;United Kingdom;Suburban;Low;Full-time employed;Some college;Single;Yes;11;44;Average;Yes;Rarely;8;6;299;110;85;8048;311;2;4;9;18;1;850;2;2;85;75;59;20;19;23;10;3;39;16;17;28;231;354;No;15;2023;14/03/2025;425;Photos;Music;Private;Yes;No;2;Free;122
346461;Instagram;33;Male;United Kingdom;Urban;Middle;Student;Bachelors;In a relationship;Yes;87;84;Very poor;No;Never;32;6;307;121;77;8159;489;0;4;9;80;3;3500;21;6;247;150;199;65;54;64;35;8;183;63;52;75;7813;6507;No;51;2020;21/08/2025;167;Reels;Food;Private;No;No;3;Free;99
827110;Instagram;25;Female;Other;Urban;Lower-middle;Full-time employed;PhD;Single;No;20;56;Excellent;Yes;Weekly;22;10;312;139;64;8021;407;3;2;15;55;1;1990;10;6;254;131;126;35;35;23;29;6;81;20;34;50;686;932;No;59;2025;14/08/2025;199;Videos;Art;Friends only;No;No;0;Free;107
247224;Instagram;30;Female;Germany;Urban;Middle;Student;High school;Single;No;64;76;Excellent;No;Never;34;4;276;126;97;8079;321;2;3;8;21;1;3300;22;9;247;150;185;40;48;44;29;10;198;85;76;81;3076;3904;No;63;2015;23/01/2025;150;Mixed;Music;Friends only;Yes;Yes;4;Free;88
359661;Instagram;28;Male;Other;Suburban;Middle;Student;Bachelors;Single;No;46;90;Good;No;Weekly;1;6;268;140;66;8056;331;2;3;17;20;3;50;1;4;132;30;39;11;13;10;3;0;3;1;1;2;2340;4897;No;87;2013;04/05/2025;50;Stories;Music;Public;No;No;4;Business;1217
485392;Instagram;33;Male;Canada;Suburban;High;Part-time;Bachelors;Widowed;No;68;74;Poor;No;Never;20;2;326;154;70;7984;466;4;3;7;40;2;3020;10;8;225;150;163;50;31;42;30;11;144;84;63;69;5125;10000;Yes;27;2022;08/10/2025;302;Reels;Travel;Public;Yes;Yes;0;Free;95
16994;Instagram;38;Male;Canada;Urban;Low;Full-time employed;High school;Married;No;140;69;Average;No;Several times a week;28;7;263;92;68;7946;521;4;5;10;53;5;3150;32;7;243;150;193;50;35;46;30;10;135;73;70;87;766;698;Yes;49;2023;15/11/2025;98;Mixed;Music;Private;No;No;2;Free;99
390350;Instagram;24;Male;India;Urban;Upper-middle;Full-time employed;High school;Married;No;92;50;Good;No;Several times a week;22;4;192;103;93;8039;593;4;3;8;40;4;2230;26;23;263;117;138;32;24;34;28;6;124;48;38;83;3304;6563;No;4;2018;10/04/2025;86;Videos;Travel;Friends only;Yes;Yes;0;Free;121
357031;Instagram;23;Male;Brazil;Suburban;Middle;Unemployed;Bachelors;In a relationship;No;59;81;Average;No;Several times a week;0;8;328;138;66;8024;461;3;3;12;50;2;480;2;9;147;47;51;18;19;17;8;2;20;9;6;10;1658;2941;No;4;2020;01/03/2025;240;Mixed;Art;Private;Yes;Yes;0;Free;233
423097;Instagram;18;Male;South Korea;Urban;Middle;Full-time employed;High school;Single;No;114;64;Average;No;Weekly;27;9;224;155;93;7967;374;4;8;14;9;4;1960;12;6;256;111;127;31;26;25;17;6;116;29;47;78;53;106;No;77;2024;06/01/2025;163;Mixed;Food;Private;No;No;2;Free;105
662227;Instagram;22;Female;Canada;Suburban;Lower-middle;Full-time employed;Bachelors;In a relationship;No;28;74;Poor;No;Never;38;3;240;121;80;8074;319;4;3;9;72;4;4330;15;10;300;150;264;78;38;54;31;6;198;56;45;151;676;1503;No;86;2010;31/01/2025;289;Mixed;Food;Private;Yes;Yes;5;Free;104
252808;Instagram;54;Male;Other;Urban;Middle;Full-time employed;High school;Single;No;50;56;Poor;No;Several times a week;32;2;200;113;99;7959;457;2;4;10;54;2;2510;13;7;168;150;136;48;38;37;28;5;130;35;61;98;12814;10000;No;63;2013;22/02/2025;193;Videos;Fashion;Private;No;No;2;Free;10
